"Season","Year","City","Sport","Discipline","Athlete","Country_code","Gender","Event","Medal","Country","url"
"summer","2012","London","Sailing","Sailing","TUKE, Blair","NZL","Men","49Er - Skiff","Silver","New Zealand","https://upload.wikimedia.org/wikipedia/commons/9/9a/Blair_Tuke_%28NZL%29_2016.jpg"
"summer","2012","London","Sailing","Sailing","LANG, Peter","DEN","Men","49Er - Skiff","Bronze","Denmark","https://upload.wikimedia.org/wikipedia/commons/f/f4/Peter_Lang_%28Dirigent%29.jpg"
"summer","2012","London","Sailing","Sailing","CURTIS, Nina","AUS","Women","Elliott 6M","Silver","Australia","https://upload.wikimedia.org/wikipedia/commons/d/d6/Nina_Curtis_%28AUS%29.jpg"
"summer","2012","London","Sailing","Sailing","PRICE, Olivia","AUS","Women","Elliott 6M","Silver","Australia","https://upload.wikimedia.org/wikipedia/commons/b/b3/Olivia_Price_Captain_Aus.jpg"
"summer","2012","London","Sailing","Sailing","LOBERT, Jonathan","FRA","Men","Finn","Bronze","France","https://upload.wikimedia.org/wikipedia/commons/e/e9/Jonathan_Lobert.jpg"
"summer","2012","London","Sailing","Sailing","SLINGSBY, Tom","AUS","Men","Laser","Gold","Australia","https://upload.wikimedia.org/wikipedia/commons/c/cc/Tom_Slingsby_%28AUS%29_2014.jpg"
"summer","2012","London","Sailing","Sailing","KONTIDES, Pavlos","CYP","Men","Laser","Silver","Cyprus","https://upload.wikimedia.org/wikipedia/commons/1/10/Pavlos-Kontides-cherishes-his-silver-medal.jpg"
"summer","2012","London","Sailing","Sailing","BOUWMEESTER, Marit","NED","Women","Laser Radial","Silver","Netherlands","https://upload.wikimedia.org/wikipedia/commons/f/fc/Marrit_Bouwmeester-yt160509.jpg"
"summer","2012","London","Sailing","Sailing","VAN ACKER, Evi","BEL","Women","Laser Radial","Bronze","Belgium","https://upload.wikimedia.org/wikipedia/commons/8/85/Evi_Van_Acker.jpg"
"summer","2012","London","Sailing","Sailing","MIARCZYNSKI, Przemyslaw","POL","Men","Rs:X","Bronze","Poland","https://upload.wikimedia.org/wikipedia/commons/a/a7/Przemys%C5%82aw_Miarczy%C5%84ski.JPG"
"summer","2012","London","Sailing","Sailing","ALABAU, Marina","ESP","Women","Rs:X","Gold","Spain","https://upload.wikimedia.org/wikipedia/commons/8/88/Ribeira_a_atleta_Ana_Peleteiro_recolleu_o_premio_%22Princesa_de_Asturias%22_polos_seus_%C3%A9xitos_en_2012_%2811172766635%29.jpg"
"summer","2012","London","Sailing","Sailing","PETAJA, Tuuli","FIN","Women","Rs:X","Silver","Finland","https://upload.wikimedia.org/wikipedia/commons/c/c9/Tuuli_Pet%C3%A4j%C3%A4-Sir%C3%A9n.jpg"
"summer","2012","London","Sailing","Sailing","KLEPACKA, Zofia","POL","Women","Rs:X","Bronze","Poland","https://upload.wikimedia.org/wikipedia/commons/4/4c/Zofia_Klepacka.jpg"
"summer","2012","London","Sailing","Sailing","SALMINEN, Max","SWE","Men","Star","Gold","Sweden","https://upload.wikimedia.org/wikipedia/commons/5/58/Max_Salminen_%28SWE%29_2012.jpg"
"summer","2012","London","Shooting","Shooting","TESCONI, Luca","ITA","Men","10M Air Pistol","Silver","Italy","https://upload.wikimedia.org/wikipedia/commons/0/07/Luca_Tesconi_JO_London.jpg"
"summer","2012","London","Shooting","Shooting","ZLATIC, Andrija","SRB","Men","10M Air Pistol","Bronze","Serbia","https://upload.wikimedia.org/wikipedia/commons/6/63/Andrija_Zlati%C4%87.jpg"
"summer","2012","London","Shooting","Shooting","GOBERVILLE, Celine","FRA","Women","10M Air Pistol","Silver","France","https://upload.wikimedia.org/wikipedia/commons/6/61/C%C3%A9line_GOBERVILLE.jpg"
"summer","2012","London","Shooting","Shooting","CAMPRIANI, Niccolo","ITA","Men","10M Air Rifle","Silver","Italy","https://upload.wikimedia.org/wikipedia/commons/a/a3/Niccol%C3%B2_Campriani_%28sport_shooter%29.jpg"
"summer","2012","London","Shooting","Shooting","NARANG, Gagan","IND","Men","10M Air Rifle","Bronze","India","https://upload.wikimedia.org/wikipedia/commons/1/11/XIX_Commonwealth_Games-2010_Delhi_Gagan_Narang_won_the_Gold_medal_in_%28Men%E2%80%99s%29_Shooting_Rifle_50m_pairs_%28cropped%29.jpg"
"summer","2012","London","Shooting","Shooting","YI, Siling","CHN","Women","10M Air Rifle","Gold","China","https://upload.wikimedia.org/wikipedia/commons/8/8b/%C5%9Eile_Kumsal%C4%B1_-_panoramio.jpg"
"summer","2012","London","Shooting","Shooting","BOGACKA, Sylwia","POL","Women","10M Air Rifle","Silver","Poland","https://upload.wikimedia.org/wikipedia/commons/3/3d/Sylwia_Bogacka.jpg"
"summer","2012","London","Shooting","Shooting","YU, Dan","CHN","Women","10M Air Rifle","Bronze","China","https://upload.wikimedia.org/wikipedia/commons/f/ff/Gazela_YU-HEC_Dan_MUPa_2020_02.jpg"
"summer","2012","London","Shooting","Shooting","KUMAR, Vijay","IND","Men","25M Rapid Pistol","Silver","India","https://upload.wikimedia.org/wikipedia/commons/6/6a/General_Vijay_Kumar_Singh.jpg"
"summer","2012","London","Shooting","Shooting","DING, Feng","CHN","Men","25M Rapid Pistol","Bronze","China","https://upload.wikimedia.org/wikipedia/commons/4/40/DingFeng.jpg"
"summer","2012","London","Shooting","Shooting","WANG, Zhiwei","CHN","Men","50M Pistol","Bronze","China","https://upload.wikimedia.org/wikipedia/commons/0/05/HKSAR_give_banner_to_Taiwan_Pride_2005.jpg"
"summer","2012","London","Shooting","Shooting","CAMPRIANI, Niccolo","ITA","Men","50M Rifle 3 Positions","Gold","Italy","https://upload.wikimedia.org/wikipedia/commons/a/a3/Niccol%C3%B2_Campriani_%28sport_shooter%29.jpg"
"summer","2012","London","Shooting","Shooting","KIM, Jonghyun","KOR","Men","50M Rifle 3 Positions","Silver","Korea, South","https://upload.wikimedia.org/wikipedia/commons/9/9c/Kim_Jonghyun%27s_Signature.svg"
"summer","2012","London","Shooting","Shooting","GRAY, Jamie Lynn","USA","Women","50M Rifle 3 Positions","Gold","United States","https://upload.wikimedia.org/wikipedia/commons/a/ab/GrayBitesGold.jpg"
"summer","2012","London","Shooting","Shooting","MAKSIMOVIC, Ivana","SRB","Women","50M Rifle 3 Positions","Silver","Serbia","https://upload.wikimedia.org/wikipedia/commons/e/e3/Moji_radovi_%2847%29.jpg"
"summer","2012","London","Shooting","Shooting","SYKOROVA, Adela","CZE","Women","50M Rifle 3 Positions","Bronze","Czech Republic","https://upload.wikimedia.org/wikipedia/commons/c/cf/Ad%C3%A9la_S%C3%BDkorov%C3%A1.jpg"
"summer","2012","London","Shooting","Shooting","WILSON, Peter","GBR","Men","Double Trap 150","Gold","United Kingdom","https://upload.wikimedia.org/wikipedia/commons/8/83/Peter_Wilson_%28diplomat%29.jpg"
"summer","2012","London","Shooting","Shooting","DAHLBY, Hakan","SWE","Men","Double Trap 150","Silver","Sweden","https://upload.wikimedia.org/wikipedia/commons/f/f3/H%C3%A5kan_Dahlby_in_Jan_2014.jpg"
"summer","2012","London","Shooting","Shooting","MOSIN, Vasily","RUS","Men","Double Trap 150","Bronze","Russia","https://upload.wikimedia.org/wikipedia/commons/1/13/The_exhibits_of_the_Battle_of_Stalingrad_museum-panorama_003.jpg"
"summer","2012","London","Shooting","Shooting","GOLDING, Anders","DEN","Men","Skeet","Silver","Denmark","https://upload.wikimedia.org/wikipedia/commons/7/7f/Anders_Golding_London2012.jpg"
"summer","2012","London","Shooting","Shooting","AL-ATTIYAH, Nasser","QAT","Men","Skeet","Bronze","Qatar","https://upload.wikimedia.org/wikipedia/commons/e/e9/Rally_Finland_2010_-_shakedown_-_Nasser_Al-Attiyah_1.jpg"
"summer","2012","London","Shooting","Shooting","BARTEKOVA, Danka","SVK","Women","Skeet","Bronze","Slovakia","https://upload.wikimedia.org/wikipedia/commons/5/5e/Danka_Bartekov%C3%A1_%282013%29.jpg"
"summer","2012","London","Shooting","Shooting","CERNOGORAZ, Giovanni","CRO","Men","Trap","Gold","Croatia","https://upload.wikimedia.org/wikipedia/commons/a/ac/Giovanni_Cernogoraz_2012.jpg"
"summer","2012","London","Shooting","Shooting","ROSSI, Jessica","ITA","Women","Trap","Gold","Italy","https://upload.wikimedia.org/wikipedia/commons/c/c1/Jessica_Rossi.jpg"
"summer","2012","London","Table Tennis","Table Tennis","ZHANG, Jike","CHN","Men","Singles","Gold","China","https://upload.wikimedia.org/wikipedia/commons/5/5c/Zhang_Jike_ATTC2017_12.jpeg"
"summer","2012","London","Table Tennis","Table Tennis","LI, Xiaoxia","CHN","Women","Singles","Gold","China","https://upload.wikimedia.org/wikipedia/commons/6/64/Li_Xiaoxia_WTTC2016_15.jpeg"
"summer","2012","London","Table Tennis","Table Tennis","DING, Ning","CHN","Women","Singles","Silver","China","https://upload.wikimedia.org/wikipedia/commons/5/51/Ding_Ning_ATTC2017_30.jpeg"
"summer","2012","London","Table Tennis","Table Tennis","MA, Long","CHN","Men","Team","Gold","China","https://upload.wikimedia.org/wikipedia/commons/f/f7/Ma_Long_%26_Ma_Lin_WTTC2011.jpg"
"summer","2012","London","Table Tennis","Table Tennis","ZHANG, Jike","CHN","Men","Team","Gold","China","https://upload.wikimedia.org/wikipedia/commons/5/5c/Zhang_Jike_ATTC2017_12.jpeg"
"summer","2012","London","Table Tennis","Table Tennis","JOO, Sae Hyuk","KOR","Men","Team","Silver","Korea, South","https://upload.wikimedia.org/wikipedia/commons/f/f2/Joo_Sae-hyuk_WTTC2016_5.jpeg"
"summer","2012","London","Table Tennis","Table Tennis","STEGER, Bastian","GER","Men","Team","Bronze","Germany","https://upload.wikimedia.org/wikipedia/commons/1/10/Bastian_Steger.jpeg"
"summer","2012","London","Table Tennis","Table Tennis","DING, Ning","CHN","Women","Team","Gold","China","https://upload.wikimedia.org/wikipedia/commons/5/51/Ding_Ning_ATTC2017_30.jpeg"
"summer","2012","London","Table Tennis","Table Tennis","LI, Xiaoxia","CHN","Women","Team","Gold","China","https://upload.wikimedia.org/wikipedia/commons/6/64/Li_Xiaoxia_WTTC2016_15.jpeg"
"summer","2012","London","Table Tennis","Table Tennis","FUKUHARA, Ai","JPN","Women","Team","Silver","Japan","https://upload.wikimedia.org/wikipedia/commons/f/f8/Ai_Fukuhara_WTTC_2016_%28cropped%29.jpg"
"summer","2012","London","Table Tennis","Table Tennis","HIRANO, Sayaka","JPN","Women","Team","Silver","Japan","https://upload.wikimedia.org/wikipedia/commons/3/33/Sayaka_Hirano_1050752.jpg"
"summer","2012","London","Table Tennis","Table Tennis","ISHIKAWA, Kasumi","JPN","Women","Team","Silver","Japan","https://upload.wikimedia.org/wikipedia/commons/3/30/ITTF_World_Tour_2017_German_Open_Ishikawa_Kasumi_01.jpg"
"summer","2012","London","Table Tennis","Table Tennis","LI, Jia Wei","SGP","Women","Team","Bronze","Singapore","https://upload.wikimedia.org/wikipedia/commons/4/4b/LiJiawei-AustrianOpen-Wels-20071028-02-detail.jpg"
"summer","2012","London","Table Tennis","Table Tennis","WANG, Yuegu","SGP","Women","Team","Bronze","Singapore","https://upload.wikimedia.org/wikipedia/commons/3/37/WangYuegu-SingaporeWomensTableTennisTeam-2008SummerOlympics-20080825.jpg"
"summer","2012","London","Taekwondo","Taekwondo","SONKHAM, Chanatip","THA","Women","- 49 KG","Bronze","Thailand","https://upload.wikimedia.org/wikipedia/commons/b/b4/Incheon_AsianGames_Taekwondo_031_%2815386105746%29.jpg"
"summer","2012","London","Taekwondo","Taekwondo","ZANINOVIC, Lucija","CRO","Women","- 49 KG","Bronze","Croatia","https://upload.wikimedia.org/wikipedia/commons/5/56/Lucija_Zaninovic_Zagreb_13082013_roberta_f.jpg"
"summer","2012","London","Taekwondo","Taekwondo","LEE, Daehoon","KOR","Men","- 58 KG","Silver","Korea, South","https://upload.wikimedia.org/wikipedia/commons/e/ee/Korea_Taekwondo_Lee_Daehoon_03.jpg"
"summer","2012","London","Taekwondo","Taekwondo","MUNOZ OVIEDO, Oscar","COL","Men","- 58 KG","Bronze","Colombia","https://upload.wikimedia.org/wikipedia/commons/e/eb/%C3%93scar_Mu%C3%B1oz_Oviedo_%28cropped%29.jpg"
"summer","2012","London","Taekwondo","Taekwondo","MANDIC, Milica","SRB","Women","+ 67 KG","Gold","Serbia","https://upload.wikimedia.org/wikipedia/commons/8/87/Milica_Mandi%C4%87_%28cropped%29.jpg"
"summer","2012","London","Taekwondo","Taekwondo","GRAFFE, Anne-Caroline","FRA","Women","+ 67 KG","Silver","France","https://upload.wikimedia.org/wikipedia/commons/2/2f/Anne-Caroline_Graffe_2012.jpg"
"summer","2012","London","Taekwondo","Taekwondo","MOLFETTA, Carlo","ITA","Men","+ 80 KG","Gold","Italy","https://upload.wikimedia.org/wikipedia/commons/9/9c/Molfetta1.jpg"
"summer","2012","London","Taekwondo","Taekwondo","LIU, Xiaobo","CHN","Men","+ 80 KG","Bronze","China","https://upload.wikimedia.org/wikipedia/commons/5/53/Liu_Xiaobo_%28Chinese_characters%29.svg"
"summer","2012","London","Taekwondo","Taekwondo","JONES, Jade","GBR","Women","49 - 57 KG","Gold","United Kingdom","https://upload.wikimedia.org/wikipedia/commons/3/39/Jade_Jones.jpg"
"summer","2012","London","Taekwondo","Taekwondo","HARNOIS, Marlene","FRA","Women","49 - 57 KG","Bronze","France","https://upload.wikimedia.org/wikipedia/commons/f/ff/Marlene_harnois.jpg"
"summer","2012","London","Taekwondo","Taekwondo","TSENG, Li-Cheng","TPE","Women","49 - 57 KG","Bronze","Taiwan","https://upload.wikimedia.org/wikipedia/commons/5/5e/2021-02-19_Taoyuan_General_Hospital_MOHW_reopening_ceremony.jpg"
"summer","2012","London","Taekwondo","Taekwondo","HWANG, Kyung Seon","KOR","Women","57 - 67 KG","Gold","Korea, South","https://upload.wikimedia.org/wikipedia/commons/0/07/2-Time_World_and_Olympic_Taekwondo_Champion_Kyung_Seon_Hwang.jpg"
"summer","2012","London","Taekwondo","Taekwondo","TATAR, Nur","TUR","Women","57 - 67 KG","Silver","Turkey","https://upload.wikimedia.org/wikipedia/commons/6/62/Teatr_Nur.jpg"
"summer","2012","London","Taekwondo","Taekwondo","FROMM, Helena","GER","Women","57 - 67 KG","Bronze","Germany","https://upload.wikimedia.org/wikipedia/commons/7/7e/Fromm_Homebase_Shirt.jpg"
"summer","2012","London","Taekwondo","Taekwondo","MCPHERSON, Paige","USA","Women","57 - 67 KG","Bronze","United States","https://upload.wikimedia.org/wikipedia/commons/5/57/Paige_McPherson.jpg"
"summer","2012","London","Taekwondo","Taekwondo","JENNINGS, Terrence","USA","Men","58 - 68 KG","Bronze","United States","https://upload.wikimedia.org/wikipedia/commons/b/bc/Terrence_Jennings_2012.jpg"
"summer","2012","London","Taekwondo","Taekwondo","MUHAMMAD, Lutalo","GBR","Men","68 - 80 KG","Bronze","United Kingdom","https://upload.wikimedia.org/wikipedia/commons/4/4b/Lutalo_Muhammad.jpg"
"summer","2012","London","Tennis","Tennis","LLODRA, Michael","FRA","Men","Doubles","Silver","France","https://upload.wikimedia.org/wikipedia/commons/7/79/Micha%C3%ABl_Llodra_%288978259672%29.jpg"
"summer","2012","London","Tennis","Tennis","TSONGA, Jo-Wilfried","FRA","Men","Doubles","Silver","France","https://upload.wikimedia.org/wikipedia/commons/0/07/Jo-Wilfried_Tsonga.jpg"
"summer","2012","London","Tennis","Tennis","BENNETEAU, Julien","FRA","Men","Doubles","Bronze","France","https://upload.wikimedia.org/wikipedia/commons/1/14/Julien_Benneteau.jpg"
"summer","2012","London","Tennis","Tennis","GASQUET, Richard","FRA","Men","Doubles","Bronze","France","https://upload.wikimedia.org/wikipedia/commons/f/f9/Richard_Gasquet.jpg"
"summer","2012","London","Tennis","Tennis","HLAVACKOVA, Andrea","CZE","Women","Doubles","Silver","Czech Republic","https://upload.wikimedia.org/wikipedia/commons/3/38/Andrea_Hlav%C3%A1%C4%8Dkov%C3%A1_6%2C_2015_Wimbledon_Qualifying_-_Diliff.jpg"
"summer","2012","London","Tennis","Tennis","HRADECKA, Lucie","CZE","Women","Doubles","Silver","Czech Republic","https://upload.wikimedia.org/wikipedia/commons/8/87/Hradecka_RG18_%283%29_%2842929447742%29.jpg"
"summer","2012","London","Tennis","Tennis","KIRILENKO, Maria","RUS","Women","Doubles","Bronze","Russia","https://upload.wikimedia.org/wikipedia/commons/b/be/Maria_kirilenko_warsaw_2008.JPG"
"summer","2012","London","Tennis","Tennis","PETROVA, Nadia","RUS","Women","Doubles","Bronze","Russia","https://upload.wikimedia.org/wikipedia/commons/9/94/Petrova_Roland_Garros_2009_1.jpg"
"summer","2012","London","Tennis","Tennis","AZARENKA, Victoria","BLR","Women","Mixed Doubles","Gold","Belarus","https://upload.wikimedia.org/wikipedia/commons/b/bd/Victoria_Azarenka_%28Belarus%29_%2824079098349%29.jpg"
"summer","2012","London","Tennis","Tennis","MIRNYI, Max","BLR","Men","Mixed Doubles","Gold","Belarus","https://upload.wikimedia.org/wikipedia/commons/5/5e/Max_Mirnyi_serves.JPG"
"summer","2012","London","Tennis","Tennis","MURRAY, Andy","GBR","Men","Mixed Doubles","Silver","United Kingdom","https://upload.wikimedia.org/wikipedia/commons/1/16/2015_Australian_Open_-_Andy_Murray_12.jpg"
"summer","2012","London","Tennis","Tennis","ROBSON, Laura","GBR","Women","Mixed Doubles","Silver","United Kingdom","https://upload.wikimedia.org/wikipedia/commons/2/28/Laura_Robson_%2818412391643%29.jpg"
"summer","2012","London","Tennis","Tennis","RAYMOND, Lisa","USA","Women","Mixed Doubles","Bronze","United States","https://upload.wikimedia.org/wikipedia/commons/c/c6/Lisa_Raymond_%2815348345145%29.jpg"
"summer","2012","London","Tennis","Tennis","MURRAY, Andy","GBR","Men","Singles","Gold","United Kingdom","https://upload.wikimedia.org/wikipedia/commons/1/16/2015_Australian_Open_-_Andy_Murray_12.jpg"
"summer","2012","London","Tennis","Tennis","DEL POTRO, Juan Martin","ARG","Men","Singles","Bronze","Argentina","https://upload.wikimedia.org/wikipedia/commons/7/74/Juan_Martin_del_Potro_2011.jpg"
"summer","2012","London","Tennis","Tennis","SHARAPOVA, Maria","RUS","Women","Singles","Silver","Russia","https://upload.wikimedia.org/wikipedia/commons/1/10/Maria_Sharapova_at_2009_Roland_Garros%2C_Paris%2C_France.jpg"
"summer","2012","London","Tennis","Tennis","AZARENKA, Victoria","BLR","Women","Singles","Bronze","Belarus","https://upload.wikimedia.org/wikipedia/commons/b/bd/Victoria_Azarenka_%28Belarus%29_%2824079098349%29.jpg"
"summer","2012","London","Triathlon","Triathlon","BROWNLEE, Alistair","GBR","Men","Individual","Gold","United Kingdom","https://upload.wikimedia.org/wikipedia/commons/a/af/Alistair_Brownlee_.jpg"
"summer","2012","London","Triathlon","Triathlon","GOMEZ, Javier","ESP","Men","Individual","Silver","Spain","https://upload.wikimedia.org/wikipedia/commons/c/c0/Javier_G%C3%B3mez.jpg"
"summer","2012","London","Triathlon","Triathlon","BROWNLEE, Jonathan","GBR","Men","Individual","Bronze","United Kingdom","https://upload.wikimedia.org/wikipedia/commons/e/e8/Jonathan_Brownlee.jpg"
"summer","2012","London","Triathlon","Triathlon","SPIRIG, Nicola","SUI","Women","Individual","Gold","Switzerland","https://upload.wikimedia.org/wikipedia/commons/c/c0/Nicola_Spirig_Ittigen_2012_%28cropped%29.jpg"
"summer","2012","London","Triathlon","Triathlon","NORDEN, Lisa","SWE","Women","Individual","Silver","Sweden","https://upload.wikimedia.org/wikipedia/commons/4/47/Lisa_Nord%C3%A9n.jpg"
"summer","2012","London","Triathlon","Triathlon","DENSHAM, Erin","AUS","Women","Individual","Bronze","Australia","https://upload.wikimedia.org/wikipedia/commons/8/83/Erin_Densham%2C_Australia.jpg"
"summer","2012","London","Volleyball","Beach Volleyball","BRINK, Julius","GER","Men","Beach Volleyball","Gold","Germany","https://upload.wikimedia.org/wikipedia/commons/1/11/Julius_Brink.jpg"
"summer","2012","London","Volleyball","Beach Volleyball","RECKERMANN, Jonas","GER","Men","Beach Volleyball","Gold","Germany","https://upload.wikimedia.org/wikipedia/commons/1/10/Jonas-Reckermann.jpg"
"summer","2012","London","Volleyball","Beach Volleyball","CERUTTI, Alison","BRA","Men","Beach Volleyball","Silver","Brazil","https://upload.wikimedia.org/wikipedia/commons/d/d6/Alison_Cerutti.jpg"
"summer","2012","London","Volleyball","Beach Volleyball","PLAVINS, Martins","LAT","Men","Beach Volleyball","Bronze","Latvia","https://upload.wikimedia.org/wikipedia/commons/0/09/M%C4%81rti%C5%86%C5%A1_P%C4%BCavi%C5%86%C5%A1_%28LAT%29_London_2012.jpg"
"summer","2012","London","Volleyball","Beach Volleyball","SMEDINS, Janis","LAT","Men","Beach Volleyball","Bronze","Latvia","https://upload.wikimedia.org/wikipedia/commons/0/0f/J%C4%81nis_%C5%A0m%C4%93di%C5%86%C5%A1_%28LAT%29_2012.jpg"
"summer","2012","London","Volleyball","Beach Volleyball","MAY, Misty","USA","Women","Beach Volleyball","Gold","United States","https://upload.wikimedia.org/wikipedia/commons/2/2e/Misty_May-Treanor.jpg"
"summer","2012","London","Volleyball","Beach Volleyball","WALSH JENNINGS, Kerri","USA","Women","Beach Volleyball","Gold","United States","https://upload.wikimedia.org/wikipedia/commons/5/52/Kerri_Walsh_Jennings_%28USA%29_2011.jpg"
"summer","2012","London","Volleyball","Beach Volleyball","KESSY, Jennifer","USA","Women","Beach Volleyball","Silver","United States","https://upload.wikimedia.org/wikipedia/commons/a/ae/AVP_San_Francisco_2009_%283908538701%29.jpg"
"summer","2012","London","Volleyball","Beach Volleyball","ROSS, April","USA","Women","Beach Volleyball","Silver","United States","https://upload.wikimedia.org/wikipedia/commons/5/54/April_Ross_%28USA%29_2017.jpg"
"summer","2012","London","Volleyball","Beach Volleyball","FRANCA, Larissa","BRA","Women","Beach Volleyball","Bronze","Brazil","https://upload.wikimedia.org/wikipedia/commons/e/e8/Paf_Open_2012%2C_Larissa_Fran%C3%A7a.jpg"
"summer","2012","London","Volleyball","Beach Volleyball","SILVA, Juliana","BRA","Women","Beach Volleyball","Bronze","Brazil","https://upload.wikimedia.org/wikipedia/commons/c/c0/Paf_Open_2012_Juliana_Silva.jpg"
"summer","2012","London","Volleyball","Volleyball","APALIKOV, Nikolay","RUS","Men","Volleyball","Gold","Russia","https://upload.wikimedia.org/wikipedia/commons/1/1e/Nikolay_Apalikov%2C_Plock_2013.JPG"
"summer","2012","London","Volleyball","Volleyball","BUTKO, Alexander","RUS","Men","Volleyball","Gold","Russia","https://upload.wikimedia.org/wikipedia/commons/6/6e/Alexander_Butko_2012.jpg"
"summer","2012","London","Volleyball","Volleyball","ILINYKH, Dmitriy","RUS","Men","Volleyball","Gold","Russia","https://upload.wikimedia.org/wikipedia/commons/1/18/Dmitriy_Ilinykh%2C_Plock_2013.JPG"
"summer","2012","London","Volleyball","Volleyball","MUSERSKIY, Dmitriy","RUS","Men","Volleyball","Gold","Russia","https://upload.wikimedia.org/wikipedia/commons/b/b4/Paris_Volley_-_Lokomotiv_Belgorod%2C_CEV_Champions_League%2C_6_November_2014_-_17.JPG"
"summer","2012","London","Volleyball","Volleyball","OBMOCHAEV, Alexey","RUS","Men","Volleyball","Gold","Russia","https://upload.wikimedia.org/wikipedia/commons/f/f0/Alexey_Obmochaev_London_2012.jpg"
"summer","2012","London","Volleyball","Volleyball","SOKOLOV, Alexander","RUS","Men","Volleyball","Gold","Russia","https://upload.wikimedia.org/wikipedia/commons/4/4b/Alexander_Petrovich_Sokolov_%28by_P._Sokolov%29.jpg"
"summer","2012","London","Volleyball","Volleyball","ALVES, Thiago Soares","BRA","Men","Volleyball","Silver","Brazil","https://upload.wikimedia.org/wikipedia/commons/b/b3/Thiago_Alves_Soares_%28Legavolley_2016%29.jpg"
"summer","2012","London","Volleyball","Volleyball","DE SOUZA, Wallace","BRA","Men","Volleyball","Silver","Brazil","https://upload.wikimedia.org/wikipedia/commons/5/56/S%C3%A9rgio_Santos%2C_Wallace_de_Souza%2C_Maur%C3%ADcio_Souza_Rio_2016.jpg"
"summer","2012","London","Volleyball","Volleyball","DOS SANTOS JUNIOR, Sidnei","BRA","Men","Volleyball","Silver","Brazil","https://upload.wikimedia.org/wikipedia/commons/1/16/2014_Volleyball_World_League%2C_Iran_vs_Brazil_%287_June_2014%29-16.jpg"
"summer","2012","London","Volleyball","Volleyball","SAATKAMP, Lucas","BRA","Men","Volleyball","Silver","Brazil","https://upload.wikimedia.org/wikipedia/commons/2/21/Lucas_Saatkamp_%28Legavolley_2015%29.jpg"
"summer","2012","London","Volleyball","Volleyball","VISSOTTO NEVES, Leandro","BRA","Men","Volleyball","Silver","Brazil","https://upload.wikimedia.org/wikipedia/commons/8/80/Leandro_Vissotto_Neves_2.jpg"
"summer","2012","London","Volleyball","Volleyball","BARI, Andrea","ITA","Men","Volleyball","Bronze","Italy","https://upload.wikimedia.org/wikipedia/commons/4/4b/Andrea_Bari.JPG"
"summer","2012","London","Volleyball","Volleyball","BIRARELLI, Emanuele","ITA","Men","Volleyball","Bronze","Italy","https://upload.wikimedia.org/wikipedia/commons/b/b2/Emanuele_Birarelli_%28Legavolley_2019%29.jpg"
"summer","2012","London","Volleyball","Volleyball","BONINFANTE, Dante","ITA","Men","Volleyball","Bronze","Italy","https://upload.wikimedia.org/wikipedia/commons/e/e4/Dante_Boninfante_%28Legavolley_2017%29.jpg"
"summer","2012","London","Volleyball","Volleyball","GIOVI, Andrea","ITA","Men","Volleyball","Bronze","Italy","https://upload.wikimedia.org/wikipedia/commons/e/e4/Andrea_Giovi_%28Legavolley_2019%29.jpg"
"summer","2012","London","Volleyball","Volleyball","LASKO, Michal","ITA","Men","Volleyball","Bronze","Italy","https://upload.wikimedia.org/wikipedia/commons/1/1a/Michal_Lasko_%28Legavolley_2019%29.jpg"
"summer","2012","London","Volleyball","Volleyball","PARODI, Simone","ITA","Men","Volleyball","Bronze","Italy","https://upload.wikimedia.org/wikipedia/commons/d/d8/Simone_Parodi_%28Legavolley_2019%29.jpg"
"summer","2012","London","Volleyball","Volleyball","SAVANI, Cristian","ITA","Men","Volleyball","Bronze","Italy","https://upload.wikimedia.org/wikipedia/commons/6/65/Cristian_Savani_%28Legavolley_2019%29.jpg"
"summer","2012","London","Volleyball","Volleyball","TRAVICA, Dragan","ITA","Men","Volleyball","Bronze","Italy","https://upload.wikimedia.org/wikipedia/commons/5/51/Dragan_Travica_%28Legavolley_2019%29.jpg"
"summer","2012","London","Volleyball","Volleyball","ZAYTSEV, Ivan","ITA","Men","Volleyball","Bronze","Italy","https://upload.wikimedia.org/wikipedia/commons/4/48/Ivan_Zaytsev_%28Legavolley_2019%29.jpg"
"summer","2012","London","Volleyball","Volleyball","CAIXETA, Tandara","BRA","Women","Volleyball","Gold","Brazil","https://upload.wikimedia.org/wikipedia/commons/9/95/Tandara_Caixeta.jpg"
"summer","2012","London","Volleyball","Volleyball","FERREIRA, Fernanda","BRA","Women","Volleyball","Gold","Brazil","https://upload.wikimedia.org/wikipedia/commons/4/43/Fernanda_Ferreira.jpg"
"summer","2012","London","Volleyball","Volleyball","LINS, Danielle","BRA","Women","Volleyball","Gold","Brazil","https://upload.wikimedia.org/wikipedia/commons/9/9c/Dani_Lins%2C_Grand_Prix_%C5%81%C3%B3d%C5%BA%2C_Poland.jpg"
"summer","2012","London","Volleyball","Volleyball","OLIVEIRA, Fabiana","BRA","Women","Volleyball","Gold","Brazil","https://upload.wikimedia.org/wikipedia/commons/a/a2/Fabi_Cropped.jpg"
"summer","2012","London","Volleyball","Volleyball","PEREIRA, Natalia","BRA","Women","Volleyball","Gold","Brazil","https://upload.wikimedia.org/wikipedia/commons/a/a8/Nat%C3%A1lia_Zilio_Pereira.jpg"
